DateTime,Open,High,Low,Close,IO
2023-07-28 11:15:00+05:30,8445.0,8445.0,8445.0,8445.0,525
2023-07-28 12:15:00+05:30,8445.0,8445.0,8445.0,8445.0,525
2023-07-28 13:15:00+05:30,8445.0,8445.0,8445.0,8445.0,525
2023-07-28 14:15:00+05:30,8445.0,8445.0,8445.0,8445.0,525
2023-07-28 15:15:00+05:30,8445.0,8471.55,8445.0,8458.275,525
2023-07-31 09:15:00+05:30,8458.275,8459.7,8459.7,8459.7,525
2023-07-31 10:15:00+05:30,8459.7,8459.7,8459.7,8459.7,525
2023-07-31 11:15:00+05:30,8459.7,8459.7,8459.7,8459.7,525
2023-07-31 12:15:00+05:30,8459.7,8459.7,8459.7,8459.7,525
2023-07-31 13:15:00+05:30,8459.7,8459.7,8459.7,8459.7,525
2023-07-31 14:15:00+05:30,8459.7,8459.7,8459.7,8459.7,525
2023-07-31 15:15:00+05:30,8459.7,8590.0,8459.7,8524.85,600
2023-08-01 10:15:00+05:30,8524.85,8574.0,8574.0,8574.0,525
2023-08-01 11:15:00+05:30,8574.0,8589.95,8541.05,8561.5125,600
2023-08-01 12:15:00+05:30,8557.525,8541.05,8541.0,8541.025,600
2023-08-01 13:15:00+05:30,8541.025,8541.0,8541.0,8541.0,600
2023-08-01 14:15:00+05:30,8541.0,8541.0,8541.0,8541.0,600
2023-08-01 15:15:00+05:30,8541.0,8558.1,8541.0,8549.55,600
2023-08-03 11:15:00+05:30,8549.55,8558.1,8558.1,8558.1,525
2023-08-03 12:15:00+05:30,8558.1,8558.1,8558.1,8558.1,525
2023-08-03 13:15:00+05:30,8558.1,8558.1,8558.1,8558.1,525
2023-08-03 14:15:00+05:30,8558.1,8558.1,8539.0,8548.55,525
2023-08-03 15:15:00+05:30,8548.55,8539.0,8539.0,8539.0,525
2023-08-04 11:15:00+05:30,8539.0,8600.8,8600.8,8600.8,525
2023-08-04 12:15:00+05:30,8600.8,8600.8,8600.8,8600.8,525
2023-08-04 13:15:00+05:30,8600.8,8600.8,8600.8,8600.8,525
2023-08-04 14:15:00+05:30,8600.8,8600.8,8600.8,8600.8,525
2023-08-04 15:15:00+05:30,8600.8,8620.25,8600.8,8610.525,525
2023-08-07 09:15:00+05:30,8610.525,8596.5,8596.5,8596.5,525
2023-08-07 10:15:00+05:30,8596.5,8596.5,8596.5,8596.5,525
2023-08-07 11:15:00+05:30,8596.5,8596.5,8596.5,8596.5,525
2023-08-07 12:15:00+05:30,8596.5,8596.5,8596.5,8596.5,525
2023-08-07 13:15:00+05:30,8596.5,8596.5,8596.5,8596.5,525
2023-08-07 14:15:00+05:30,8596.5,8596.5,8596.5,8596.5,525
2023-08-07 15:15:00+05:30,8596.5,8596.5,8596.5,8596.5,525
2023-08-08 10:15:00+05:30,8596.5,8590.05,8590.0,8590.025,525
2023-08-08 11:15:00+05:30,8590.025,8590.0,8590.0,8590.0,525
2023-08-08 12:15:00+05:30,8590.0,8590.0,8590.0,8590.0,525
2023-08-08 13:15:00+05:30,8590.0,8590.0,8590.0,8590.0,525
2023-08-08 14:15:00+05:30,8590.0,8590.0,8590.0,8590.0,525
2023-08-08 15:15:00+05:30,8590.0,8590.0,8558.55,8574.275,600
2023-08-09 12:15:00+05:30,8574.275,8582.7,8570.0,8576.35,525
2023-08-09 13:15:00+05:30,8576.35,8689.95,8570.0,8601.075,600
2023-08-09 14:15:00+05:30,8572.175,8574.35,8574.35,8574.35,600
2023-08-09 15:15:00+05:30,8574.35,8601.45,8574.35,8587.900000000001,525
2023-08-10 13:15:00+05:30,8587.900000000001,8607.95,8607.95,8607.95,600
2023-08-10 14:15:00+05:30,8607.95,8607.95,8607.95,8607.95,600
2023-08-10 15:15:00+05:30,8607.95,8607.95,8607.95,8607.95,600
2023-08-14 13:15:00+05:30,8607.95,8550.0,8550.0,8550.0,600
2023-08-14 14:15:00+05:30,8550.0,8550.0,8550.0,8550.0,600
2023-08-14 15:15:00+05:30,8550.0,8550.0,8550.0,8550.0,600
2023-08-16 09:15:00+05:30,8550.0,8532.55,8532.55,8532.55,525
2023-08-16 10:15:00+05:30,8532.55,8532.55,8532.55,8532.55,525
2023-08-16 11:15:00+05:30,8532.55,8532.55,8532.55,8532.55,525
2023-08-16 12:15:00+05:30,8532.55,8532.55,8532.55,8532.55,525
2023-08-16 13:15:00+05:30,8532.55,8532.55,8532.55,8532.55,525
2023-08-16 14:15:00+05:30,8532.55,8568.75,8532.55,8550.65,600
2023-08-16 15:15:00+05:30,8550.65,8568.75,8568.75,8568.75,600
2023-08-17 11:15:00+05:30,8568.75,8617.45,8600.0,8608.725,600
2023-08-17 12:15:00+05:30,8608.725,8617.45,8617.45,8617.45,600
2023-08-17 13:15:00+05:30,8617.45,8617.45,8617.45,8617.45,600
2023-08-17 14:15:00+05:30,8617.45,8617.45,8617.45,8617.45,600
2023-08-17 15:15:00+05:30,8617.45,8617.45,8617.45,8617.45,600
2023-08-18 09:15:00+05:30,8617.45,8614.45,8577.1,8596.725,600
2023-08-18 10:15:00+05:30,8597.675,8580.9,8558.55,8569.724999999999,675
2023-08-18 11:15:00+05:30,8569.724999999999,8575.0,8558.55,8566.775,750
2023-08-18 12:15:00+05:30,8566.775,8575.0,8575.0,8575.0,750
2023-08-18 13:15:00+05:30,8575.0,8575.0,8575.0,8575.0,750
2023-08-18 14:15:00+05:30,8575.0,8584.0,8575.0,8579.5,675
2023-08-18 15:15:00+05:30,8579.5,8584.0,8584.0,8584.0,675
2023-08-21 10:15:00+05:30,8584.0,8688.35,8646.25,8667.3,750
2023-08-21 11:15:00+05:30,8667.3,8646.25,8646.25,8646.25,750
2023-08-21 12:15:00+05:30,8646.25,8646.25,8646.25,8646.25,750
2023-08-21 13:15:00+05:30,8646.25,8646.25,8646.25,8646.25,750
2023-08-21 14:15:00+05:30,8646.25,8646.25,8646.25,8646.25,750
2023-08-21 15:15:00+05:30,8646.25,8660.0,8611.85,8644.525,750
2023-08-22 10:15:00+05:30,8653.125,8697.9,8697.9,8697.9,825
2023-08-22 11:15:00+05:30,8697.9,8697.9,8697.9,8697.9,825
2023-08-22 12:15:00+05:30,8697.9,8698.0,8690.0,8695.975,900
2023-08-22 13:15:00+05:30,8697.95,8707.8,8692.5,8699.925,1050
2023-08-22 14:15:00+05:30,8699.7,8711.15,8701.4,8706.275,1050
2023-08-22 15:15:00+05:30,8706.275,8711.15,8711.15,8711.15,1050
2023-08-23 09:15:00+05:30,8711.15,8797.85,8757.6,8769.425,1200
2023-08-23 10:15:00+05:30,8761.125,8780.25,8763.35,8771.8,1200
2023-08-23 11:15:00+05:30,8771.8,8790.0,8780.25,8783.375,1350
2023-08-23 12:15:00+05:30,8781.625,8783.0,8769.0,8776.0,1425
2023-08-23 13:15:00+05:30,8776.0,8789.95,8769.0,8778.2375,1500
2023-08-23 14:15:00+05:30,8777.0,8800.0,8780.05,8791.2625,1650
2023-08-23 15:15:00+05:30,8792.5,8800.0,8798.85,8799.425,1725
2023-08-24 09:15:00+05:30,8799.425,8841.0,8815.0,8829.325,2850
2023-08-24 10:15:00+05:30,8830.65,8849.95,8820.0,8830.1875,3150
2023-08-24 11:15:00+05:30,8825.4,8849.0,8822.65,8831.2,3300
2023-08-24 12:15:00+05:30,8826.575,8830.15,8807.05,8822.5,3525
2023-08-24 13:15:00+05:30,8826.4,8830.15,8830.15,8830.15,3525
2023-08-24 14:15:00+05:30,8830.15,8830.15,8810.0,8820.075,3675
2023-08-24 15:15:00+05:30,8820.075,8814.95,8792.1,8808.0,4050
2023-08-25 09:15:00+05:30,8812.475,8824.85,8771.15,8785.7375,4800
2023-08-25 10:15:00+05:30,8773.475,8777.1,8727.45,8758.775000000001,5100
2023-08-25 11:15:00+05:30,8765.275000000001,8760.0,8746.1,8754.762499999999,5550
2023-08-25 12:15:00+05:30,8756.475,8754.35,8733.75,8744.05,5775
2023-08-25 13:15:00+05:30,8744.05,8741.05,8733.75,8736.3875,6900
2023-08-25 14:15:00+05:30,8735.375,8753.2,8726.25,8735.675,7425
2023-08-25 15:15:00+05:30,8731.625,8729.15,8714.0,8721.85,7725
2023-08-28 09:15:00+05:30,8722.125,8769.95,8740.05,8756.2375,9825
2023-08-28 10:15:00+05:30,8757.475,8759.95,8744.0,8752.225,12600
2023-08-28 11:15:00+05:30,8752.475,8772.85,8754.35,8765.0,15375
2023-08-28 12:15:00+05:30,8766.400000000001,8782.0,8767.0,8774.2625,23025
2023-08-28 13:15:00+05:30,8774.025000000001,8795.55,8775.2,8784.075,30300
2023-08-28 14:15:00+05:30,8782.775,8796.35,8779.95,8790.550000000001,59925
2023-08-28 15:15:00+05:30,8792.95,8798.25,8780.0,8788.525,70275
2023-08-29 09:15:00+05:30,8787.925,8827.85,8787.7,8805.5625,72525
2023-08-29 10:15:00+05:30,8803.35,8827.8,8809.8,8819.5625,73125
2023-08-29 11:15:00+05:30,8820.325,8835.05,8818.45,8826.5625,73875
2023-08-29 12:15:00+05:30,8826.375,8839.8,8826.05,8832.65,75825
2023-08-29 13:15:00+05:30,8832.375,8833.7,8821.7,8828.475,78975
2023-08-29 14:15:00+05:30,8829.25,8830.0,8809.0,8823.4625,73575
2023-08-29 15:15:00+05:30,8827.425,8839.2,8824.05,8833.0125,73125
2023-08-30 09:15:00+05:30,8834.4,8899.95,8850.1,8872.625,74325
2023-08-30 10:15:00+05:30,8870.225,8894.1,8882.6,8889.85,75000
2023-08-30 11:15:00+05:30,8891.35,8919.95,8892.35,8905.5375,77175
2023-08-30 12:15:00+05:30,8904.925,8920.05,8910.4,8916.6375,78525
2023-08-30 13:15:00+05:30,8918.05,8923.7,8910.0,8915.3375,79725
2023-08-30 14:15:00+05:30,8913.825,8911.55,8896.65,8904.099999999999,80775
2023-08-30 15:15:00+05:30,8904.1,8901.9,8889.1,8897.25,81075
2023-08-31 09:15:00+05:30,8899.0,8938.55,8900.0,8914.7,81000
2023-08-31 10:15:00+05:30,8910.125,8924.0,8913.0,8918.55,81675
2023-08-31 11:15:00+05:30,8918.6,8934.0,8916.0,8920.7625,82200
2023-08-31 12:15:00+05:30,8916.525,8918.15,8906.0,8912.574999999999,82350
2023-08-31 13:15:00+05:30,8913.075,8920.9,8893.65,8906.75,83625
2023-08-31 14:15:00+05:30,8906.225,8929.65,8848.05,8902.425,84750
2023-08-31 15:15:00+05:30,8916.0,8930.0,8900.25,8916.3625,81750
2023-09-01 09:15:00+05:30,8917.6,8929.85,8859.9,8897.8625,88050
2023-09-01 10:15:00+05:30,8900.85,8901.05,8869.4,8883.85,91275
2023-09-01 11:15:00+05:30,8882.475,8898.9,8880.8,8889.8375,101550
2023-09-01 12:15:00+05:30,8889.825,8908.1,8882.5,8896.275000000001,96150
2023-09-01 13:15:00+05:30,8897.25,8934.75,8903.25,8920.175,96150
2023-09-01 14:15:00+05:30,8921.35,8946.15,8930.15,8936.575,96975
2023-09-01 15:15:00+05:30,8935.0,8952.2,8933.8,8943.3625,95850
2023-09-04 09:15:00+05:30,8943.725,8984.0,8951.0,8961.125,103125
2023-09-04 10:15:00+05:30,8954.75,8971.25,8933.35,8953.65,108675
2023-09-04 11:15:00+05:30,8955.0,8960.0,8944.55,8952.875,109125
2023-09-04 12:15:00+05:30,8953.475,8968.0,8947.95,8957.475,109575
2023-09-04 13:15:00+05:30,8956.975,8978.0,8962.95,8967.55,119550
2023-09-04 14:15:00+05:30,8964.625,8971.6,8960.95,8966.2,118425
2023-09-04 15:15:00+05:30,8966.125,8983.2,8967.2,8974.85,115125
2023-09-05 09:15:00+05:30,8974.5,9018.1,8980.0,8996.95,119925
2023-09-05 10:15:00+05:30,8994.85,9012.15,8992.05,9005.025,137400
2023-09-05 11:15:00+05:30,9007.95,9016.95,9003.25,9009.85,140325
2023-09-05 12:15:00+05:30,9009.6,9018.0,8997.0,9008.4375,143325
2023-09-05 13:15:00+05:30,9009.375,9046.05,9001.5,9022.575,146400
2023-09-05 14:15:00+05:30,9021.375,9058.5,9031.8,9046.45,154125
2023-09-05 15:15:00+05:30,9047.75,9064.9,9050.05,9058.3625,159375
2023-09-06 09:15:00+05:30,9059.25,9073.85,9045.65,9057.4,174000
2023-09-06 10:15:00+05:30,9055.05,9071.35,9057.95,9063.625,179175
2023-09-06 11:15:00+05:30,9062.6,9065.2,9028.0,9055.6375,181500
2023-09-06 12:15:00+05:30,9064.675,9064.15,9030.0,9050.575,186900
2023-09-06 13:15:00+05:30,9054.075,9053.7,9037.0,9046.175,188925
2023-09-06 14:15:00+05:30,9047.0,9078.85,9050.0,9063.2625,189600
2023-09-06 15:15:00+05:30,9062.1,9074.7,9067.0,9071.975,189075
2023-09-07 09:15:00+05:30,9073.1,9076.9,9056.75,9065.849999999999,192000
2023-09-07 10:15:00+05:30,9064.875,9076.0,9065.75,9069.975,191700
2023-09-07 11:15:00+05:30,9069.075,9074.0,9044.35,9063.474999999999,194025
2023-09-07 12:15:00+05:30,9067.775000000001,9069.0,9053.3,9061.2625,193575
2023-09-07 13:15:00+05:30,9061.375,9068.0,9059.05,9063.5875,191325
2023-09-07 14:15:00+05:30,9063.65,9085.0,9063.4,9074.2875,187875
2023-09-07 15:15:00+05:30,9074.375,9095.0,9070.85,9081.3375,188400
2023-09-08 09:15:00+05:30,9079.75,9112.1,9086.85,9094.5125,178875
2023-09-08 10:15:00+05:30,9089.55,9094.0,9069.9,9086.4875,175875
2023-09-08 11:15:00+05:30,9091.025,9108.35,9086.0,9098.0375,172050
2023-09-08 12:15:00+05:30,9098.9,9115.85,9096.85,9106.925,167400
2023-09-08 13:15:00+05:30,9107.5,9155.25,9102.0,9125.8625,166650
2023-09-08 14:15:00+05:30,9123.1,9150.0,9119.8,9135.2875,184575
2023-09-08 15:15:00+05:30,9135.675,9146.35,9132.0,9137.6375,186600
2023-09-11 09:15:00+05:30,9136.099999999999,9185.4,9148.25,9164.475,195900
2023-09-11 10:15:00+05:30,9162.125,9192.0,9176.0,9182.25,207375
2023-09-11 11:15:00+05:30,9180.5,9197.6,9185.0,9189.4,205875
2023-09-11 12:15:00+05:30,9187.5,9193.9,9173.0,9185.1125,214275
2023-09-11 13:15:00+05:30,9186.775,9191.85,9177.55,9184.375,209025
2023-09-11 14:15:00+05:30,9184.05,9196.15,9182.7,9189.7375,208425
2023-09-11 15:15:00+05:30,9190.05,9212.0,9192.5,9203.0125,208050
2023-09-12 09:15:00+05:30,9203.775,9237.0,8966.05,9112.7125,232050
2023-09-12 10:15:00+05:30,9123.9,9070.0,8995.9,9036.675,220050
2023-09-12 11:15:00+05:30,9040.4,9064.95,8975.75,9024.375,210825
2023-09-12 12:15:00+05:30,9028.4,8998.8,8931.7,8972.625,215250
2023-09-12 13:15:00+05:30,8980.0,8999.0,8962.35,8976.349999999999,202800
2023-09-12 14:15:00+05:30,8972.025,8998.15,8955.1,8973.324999999999,193500
2023-09-12 15:15:00+05:30,8970.025,8966.85,8930.15,8950.1,197400
2023-09-13 09:15:00+05:30,8951.7,9023.0,8874.55,8938.5625,169575
2023-09-13 10:15:00+05:30,8928.349999999999,8945.0,8877.15,8920.487500000001,168150
2023-09-13 11:15:00+05:30,8929.9,8972.0,8929.85,8952.75,163275
2023-09-13 12:15:00+05:30,8954.575,9006.25,8959.85,8983.025,152475
2023-09-13 13:15:00+05:30,8983.0,9002.85,8956.2,8990.475,145725
2023-09-13 14:15:00+05:30,9001.425,9060.35,8998.35,9023.1375,151650
2023-09-13 15:15:00+05:30,9016.925,9042.05,9026.75,9035.4625,150150
2023-09-14 09:15:00+05:30,9036.525,9126.75,9042.05,9071.7,175200
2023-09-14 10:15:00+05:30,9059.0,9099.95,9055.0,9081.825,183525
2023-09-14 11:15:00+05:30,9086.175,9101.6,9075.1,9092.675000000001,188400
2023-09-14 12:15:00+05:30,9097.0,9110.0,9065.05,9091.25,196725
2023-09-14 13:15:00+05:30,9094.975,9104.2,9082.05,9092.5625,200625
2023-09-14 14:15:00+05:30,9092.0,9135.75,9093.05,9114.2,184425
2023-09-14 15:15:00+05:30,9114.0,9143.0,9131.7,9136.6625,189525
2023-09-15 09:15:00+05:30,9135.975,9170.0,9125.65,9150.9,216150
2023-09-15 10:15:00+05:30,9153.975,9160.0,9139.0,9149.8,222675
2023-09-15 11:15:00+05:30,9150.1,9158.0,9146.0,9153.125,225075
2023-09-15 12:15:00+05:30,9154.25,9152.3,9115.35,9140.025,233100
2023-09-15 13:15:00+05:30,9146.224999999999,9146.95,9131.1,9139.175,232200
2023-09-15 14:15:00+05:30,9139.325,9188.45,9134.2,9159.2875,223575
2023-09-15 15:15:00+05:30,9157.25,9178.85,9169.9,9175.1875,225450
2023-09-18 09:15:00+05:30,9176.0,9157.0,9118.65,9141.925,228825
2023-09-18 10:15:00+05:30,9146.025,9155.0,9136.8,9146.95,228225
2023-09-18 11:15:00+05:30,9148.0,9158.95,9140.75,9146.6125,231450
2023-09-18 12:15:00+05:30,9143.375,9151.95,9140.4,9143.6375,238650
2023-09-18 13:15:00+05:30,9141.1,9143.95,9131.55,9138.275,242925
2023-09-18 14:15:00+05:30,9138.8,9143.05,9122.15,9132.925,234375
2023-09-18 15:15:00+05:30,9133.25,9131.95,9115.0,9126.1625,263100
2023-09-20 09:15:00+05:30,9128.85,9150.0,9030.0,9097.625,297150
2023-09-20 10:15:00+05:30,9105.25,9158.1,9131.8,9144.8875,309075
2023-09-20 11:15:00+05:30,9144.825,9167.75,9149.25,9159.5875,313800
2023-09-20 12:15:00+05:30,9160.675,9200.0,9165.85,9175.8125,314925
2023-09-20 13:15:00+05:30,9168.7,9178.25,9120.0,9156.900000000001,322200
2023-09-20 14:15:00+05:30,9164.675,9159.55,9128.1,9149.5125,321675
2023-09-20 15:15:00+05:30,9155.2,9158.1,9145.0,9153.25,312000
2023-09-21 09:15:00+05:30,9154.95,9159.95,9114.1,9137.7375,361275
2023-09-21 10:15:00+05:30,9138.45,9164.85,9118.0,9143.875,362325
2023-09-21 11:15:00+05:30,9146.325,9153.25,9113.25,9133.6,358275
2023-09-21 12:15:00+05:30,9133.95,9122.85,9066.6,9097.0375,359400
2023-09-21 13:15:00+05:30,9099.35,9101.7,9071.85,9083.25,353400
2023-09-21 14:15:00+05:30,9079.725,9080.85,9055.0,9071.45,343350
2023-09-21 15:15:00+05:30,9074.975,9073.75,9062.9,9068.375,345750
