,DateTime,Open,High,Low,Close,IO,
,2023-09-01 09:15:00+05:30,44700.1,44793.35,44676.85,44730.0,1575,1020
,2023-09-01 09:30:00+05:30,44730.0,44750.0,44700.0,44700.0,465,1305
,2023-09-01 09:45:00+05:30,44700.0,44735.0,44611.75,44611.75,1200,1860
,2023-09-01 10:00:00+05:30,44611.75,44611.75,44536.25,44591.95,2190,3300
,2023-09-01 10:15:00+05:30,44590.0,44686.8,44580.3,44686.8,900,3675
,2023-09-01 10:30:00+05:30,44686.8,44700.0,44640.0,44660.0,435,3960
,2023-09-01 10:45:00+05:30,44660.0,44694.85,44641.85,44692.15,195,4005
,2023-09-01 11:00:00+05:30,44692.15,44800.0,44692.15,44756.6,1335,4845
,2023-09-01 11:15:00+05:30,44756.6,44809.9,44756.6,44757.0,435,5145
,2023-09-01 11:30:00+05:30,44757.0,44795.95,44700.05,44700.1,210,5250
,2023-09-01 11:45:00+05:30,44700.1,44749.15,44700.1,44729.65,435,5415
,2023-09-01 12:00:00+05:30,44729.65,44750.6,44721.9,44750.6,195,5565
,2023-09-01 12:15:00+05:30,44750.6,44780.0,44737.6,44762.95,360,5865
,2023-09-01 12:30:00+05:30,44762.95,44915.4,44760.0,44900.6,1305,6795
,2023-09-01 12:45:00+05:30,44900.6,44988.0,44900.6,44968.95,1020,7020
,2023-09-01 13:00:00+05:30,44968.95,45050.0,44968.95,45048.0,1515,8220
,2023-09-01 13:15:00+05:30,45048.0,45060.0,45019.2,45027.45,645,8490
,2023-09-01 13:30:00+05:30,45010.35,45033.05,45000.0,45033.05,285,8715
,2023-09-01 13:45:00+05:30,45033.05,45125.0,45033.05,45125.0,840,9240
,2023-09-01 14:00:00+05:30,45129.0,45220.0,45129.0,45197.85,1245,10005
,2023-09-01 14:15:00+05:30,45197.85,45230.0,45150.0,45190.0,1035,10590
,2023-09-01 14:30:00+05:30,45190.0,45200.2,45150.0,45159.3,450,10890
,2023-09-01 14:45:00+05:30,45159.3,45163.5,45123.05,45149.6,450,11115
,2023-09-01 15:00:00+05:30,45149.6,45150.0,45119.05,45120.0,600,11175
,2023-09-01 15:15:00+05:30,45120.0,45147.65,45023.15,45124.15,1650,11100
,2023-09-04 09:15:00+05:30,45200.0,45294.75,45105.3,45236.9,1980,12075
