,DateTime,Open,High,Low,Close,IO,
,2020-01-01 09:15:00+05:30,32237.9,32338.55,32229.95,32336.85,0,0
,2020-01-01 09:30:00+05:30,32336.65,32347.5,32239.3,32247.35,0,0
,2020-01-01 09:45:00+05:30,32247.55,32251.8,32174.05,32206.0,0,0
,2020-01-01 10:00:00+05:30,32204.2,32207.55,32132.3,32139.2,0,0
,2020-01-01 10:15:00+05:30,32142.55,32188.05,32133.55,32171.1,0,0
,2020-01-01 10:30:00+05:30,32174.4,32174.4,32127.0,32143.55,0,0
,2020-01-01 10:45:00+05:30,32142.7,32148.75,32091.45,32106.75,0,0
,2020-01-01 11:00:00+05:30,32107.75,32122.95,32099.2,32111.7,0,0
,2020-01-01 11:15:00+05:30,32115.25,32127.65,32079.5,32100.3,0,0
,2020-01-01 11:30:00+05:30,32096.45,32113.7,32075.75,32085.45,0,0
,2020-01-01 11:45:00+05:30,32087.15,32098.8,32075.2,32088.6,0,0
,2020-01-01 12:00:00+05:30,32088.75,32150.85,32082.75,32147.55,0,0
,2020-01-01 12:15:00+05:30,32147.1,32164.25,32080.4,32084.35,0,0
,2020-01-01 12:30:00+05:30,32084.2,32102.8,32058.55,32098.7,0,0
,2020-01-01 12:45:00+05:30,32096.2,32117.55,32093.65,32107.05,0,0
,2020-01-01 13:00:00+05:30,32107.2,32109.15,32087.6,32095.9,0,0
,2020-01-01 13:15:00+05:30,32097.0,32137.2,32080.55,32126.95,0,0
,2020-01-01 13:30:00+05:30,32126.2,32142.3,32101.45,32120.35,0,0
,2020-01-01 13:45:00+05:30,32117.25,32168.25,32111.25,32146.95,0,0
,2020-01-01 14:00:00+05:30,32147.1,32152.25,32092.4,32102.75,0,0
,2020-01-01 14:15:00+05:30,32102.0,32104.9,32062.1,32088.95,0,0
,2020-01-01 14:30:00+05:30,32087.85,32119.9,32080.8,32083.55,0,0
,2020-01-01 14:45:00+05:30,32087.9,32102.9,32068.2,32068.2,0,0
,2020-01-01 15:00:00+05:30,32069.15,32120.6,32067.05,32103.8,0,0
,2020-01-01 15:15:00+05:30,32102.6,32135.55,32086.7,32128.9,0,0
,2020-01-02 09:15:00+05:30,32133.15,32238.5,32133.15,32233.25,0,0
,2020-01-02 09:30:00+05:30,32231.95,32255.3,32182.15,32195.45,0,0
,2020-01-02 09:45:00+05:30,32194.25,32195.05,32132.95,32160.9,0,0
,2020-01-02 10:00:00+05:30,32161.0,32188.4,32150.4,32172.75,0,0
,2020-01-02 10:15:00+05:30,32170.1,32216.6,32167.25,32206.8,0,0
,2020-01-02 10:30:00+05:30,32207.05,32234.6,32205.25,32208.8,0,0
,2020-01-02 10:45:00+05:30,32211.8,32219.55,32182.65,32185.2,0,0
,2020-01-02 11:00:00+05:30,32184.8,32201.5,32171.4,32190.3,0,0
,2020-01-02 11:15:00+05:30,32192.15,32241.35,32191.4,32215.4,0,0
,2020-01-02 11:30:00+05:30,32215.55,32248.8,32215.55,32233.45,0,0
,2020-01-02 11:45:00+05:30,32233.45,32263.9,32233.45,32249.15,0,0
,2020-01-02 12:00:00+05:30,32249.35,32281.05,32244.3,32276.95,0,0
,2020-01-02 12:15:00+05:30,32275.5,32289.9,32270.05,32285.5,0,0
,2020-01-02 12:30:00+05:30,32285.25,32296.15,32278.95,32289.8,0,0
,2020-01-02 12:45:00+05:30,32289.1,32292.7,32232.2,32236.35,0,0
,2020-01-02 13:00:00+05:30,32237.05,32279.6,32235.95,32272.2,0,0
,2020-01-02 13:15:00+05:30,32273.1,32335.5,32265.8,32321.65,0,0
,2020-01-02 13:30:00+05:30,32319.8,32330.65,32300.4,32315.35,0,0
,2020-01-02 13:45:00+05:30,32318.2,32328.4,32289.55,32325.75,0,0
,2020-01-02 14:00:00+05:30,32324.8,32359.35,32313.4,32348.35,0,0
,2020-01-02 14:15:00+05:30,32348.7,32398.45,32348.7,32378.05,0,0
,2020-01-02 14:30:00+05:30,32379.3,32415.0,32374.85,32409.0,0,0
,2020-01-02 14:45:00+05:30,32410.05,32436.1,32390.2,32412.7,0,0
,2020-01-02 15:00:00+05:30,32414.15,32462.05,32410.6,32453.55,0,0
,2020-01-02 15:15:00+05:30,32455.2,32463.1,32425.95,32432.65,0,0
,2020-01-03 09:15:00+05:30,32326.95,32326.95,32238.85,32273.35,0,0
,2020-01-03 09:30:00+05:30,32274.35,32276.1,32191.4,32192.35,0,0
,2020-01-03 09:45:00+05:30,32190.5,32205.25,32159.05,32191.0,0,0
,2020-01-03 10:00:00+05:30,32191.15,32243.9,32191.15,32218.95,0,0
,2020-01-03 10:15:00+05:30,32219.55,32257.65,32173.6,32193.0,0,0
,2020-01-03 10:30:00+05:30,32194.95,32198.65,32142.05,32163.15,0,0
,2020-01-03 10:45:00+05:30,32163.55,32175.15,32125.4,32141.55,0,0
,2020-01-03 11:00:00+05:30,32141.65,32144.35,32102.65,32139.6,0,0
,2020-01-03 11:15:00+05:30,32137.75,32161.0,32136.25,32143.35,0,0
,2020-01-03 11:30:00+05:30,32144.35,32151.1,32118.95,32120.15,0,0
,2020-01-03 11:45:00+05:30,32119.85,32126.1,32075.75,32079.15,0,0
,2020-01-03 12:00:00+05:30,32083.95,32090.35,32060.7,32076.3,0,0
,2020-01-03 12:15:00+05:30,32078.15,32090.55,32035.25,32081.15,0,0
,2020-01-03 12:30:00+05:30,32082.15,32083.95,32047.55,32074.85,0,0
,2020-01-03 12:45:00+05:30,32074.8,32089.05,32052.65,32064.75,0,0
,2020-01-03 13:00:00+05:30,32066.2,32123.8,32057.35,32102.45,0,0
,2020-01-03 13:15:00+05:30,32101.65,32106.5,32072.0,32083.8,0,0
,2020-01-03 13:30:00+05:30,32080.9,32094.45,32063.3,32067.75,0,0
,2020-01-03 13:45:00+05:30,32066.95,32071.8,32040.4,32058.75,0,0
,2020-01-03 14:00:00+05:30,32057.15,32057.95,32020.95,32023.75,0,0
,2020-01-03 14:15:00+05:30,32024.55,32048.35,32007.2,32028.5,0,0
,2020-01-03 14:30:00+05:30,32026.85,32057.8,32013.4,32017.4,0,0
,2020-01-03 14:45:00+05:30,32016.6,32019.45,31962.25,31983.25,0,0
,2020-01-03 15:00:00+05:30,31982.3,32082.55,31982.3,32058.55,0,0
,2020-01-03 15:15:00+05:30,32058.1,32110.55,32058.1,32077.8,0,0
,2020-01-06 09:15:00+05:30,31910.45,31910.45,31582.5,31583.65,0,0
,2020-01-06 09:30:00+05:30,31582.1,31607.4,31495.75,31552.0,0,0
,2020-01-06 09:45:00+05:30,31551.45,31629.3,31520.5,31620.95,0,0
,2020-01-06 10:00:00+05:30,31622.55,31625.65,31568.8,31586.4,0,0
,2020-01-06 10:15:00+05:30,31585.45,31598.2,31528.3,31546.65,0,0
,2020-01-06 10:30:00+05:30,31547.75,31594.15,31547.75,31559.05,0,0
,2020-01-06 10:45:00+05:30,31554.55,31562.8,31499.15,31511.4,0,0
,2020-01-06 11:00:00+05:30,31510.5,31517.6,31478.75,31487.0,0,0
,2020-01-06 11:15:00+05:30,31485.9,31486.85,31414.35,31420.3,0,0
,2020-01-06 11:30:00+05:30,31419.3,31434.85,31381.0,31384.7,0,0
,2020-01-06 11:45:00+05:30,31382.8,31423.45,31370.45,31414.9,0,0
,2020-01-06 12:00:00+05:30,31414.35,31424.2,31356.7,31392.05,0,0
,2020-01-06 12:15:00+05:30,31388.55,31428.05,31386.0,31398.65,0,0
,2020-01-06 12:30:00+05:30,31394.3,31405.45,31339.0,31343.15,0,0
,2020-01-06 12:45:00+05:30,31342.7,31353.45,31319.55,31336.2,0,0
,2020-01-06 13:00:00+05:30,31336.75,31398.6,31336.3,31357.45,0,0
,2020-01-06 13:15:00+05:30,31355.65,31366.8,31332.7,31357.9,0,0
,2020-01-06 13:30:00+05:30,31358.65,31389.9,31346.9,31367.55,0,0
,2020-01-06 13:45:00+05:30,31366.85,31384.45,31322.6,31346.05,0,0
,2020-01-06 14:00:00+05:30,31346.9,31348.55,31254.6,31256.05,0,0
,2020-01-06 14:15:00+05:30,31256.05,31275.5,31205.95,31241.95,0,0
,2020-01-06 14:30:00+05:30,31244.7,31247.25,31171.95,31192.8,0,0
,2020-01-06 14:45:00+05:30,31192.05,31321.95,31186.95,31254.3,0,0
,2020-01-06 15:00:00+05:30,31251.25,31274.55,31206.55,31240.85,0,0
,2020-01-06 15:15:00+05:30,31242.2,31260.7,31223.3,31228.7,0,0
,2020-01-07 09:15:00+05:30,31598.05,31824.8,31586.4,31772.5,0,0
,2020-01-07 09:30:00+05:30,31770.6,31847.65,31767.65,31836.1,0,0
,2020-01-07 09:45:00+05:30,31837.0,31850.05,31729.6,31741.6,0,0
,2020-01-07 10:00:00+05:30,31744.1,31744.1,31656.75,31729.8,0,0
,2020-01-07 10:15:00+05:30,31728.45,31734.15,31673.8,31706.35,0,0
,2020-01-07 10:30:00+05:30,31706.4,31710.55,31673.35,31673.35,0,0
,2020-01-07 10:45:00+05:30,31673.15,31685.55,31506.05,31528.65,0,0
,2020-01-07 11:00:00+05:30,31527.85,31528.5,31407.25,31435.8,0,0
,2020-01-07 11:15:00+05:30,31434.0,31459.95,31400.5,31447.05,0,0
,2020-01-07 11:30:00+05:30,31446.7,31549.1,31442.5,31483.2,0,0
,2020-01-07 11:45:00+05:30,31482.4,31484.85,31442.1,31451.0,0,0
,2020-01-07 12:00:00+05:30,31449.75,31514.85,31443.05,31490.95,0,0
,2020-01-07 12:15:00+05:30,31491.7,31492.85,31412.8,31415.35,0,0
,2020-01-07 12:30:00+05:30,31417.1,31442.7,31383.35,31429.25,0,0
,2020-01-07 12:45:00+05:30,31428.75,31467.85,31389.85,31393.35,0,0
,2020-01-07 13:00:00+05:30,31392.4,31392.4,31260.15,31298.35,0,0
,2020-01-07 13:15:00+05:30,31294.6,31306.7,31220.15,31224.65,0,0
,2020-01-07 13:30:00+05:30,31225.0,31292.95,31201.5,31265.55,0,0
,2020-01-07 13:45:00+05:30,31265.75,31392.35,31262.0,31307.7,0,0
,2020-01-07 14:00:00+05:30,31306.65,31349.4,31269.15,31326.9,0,0
,2020-01-07 14:15:00+05:30,31329.05,31349.5,31296.75,31332.9,0,0
