,DateTime,Open,High,Low,Close,IO
,2023-11-07 13:15:00+05:30,43596.75,43855.0,43568.95,43829.1,513300,2444685
,2023-11-07 14:15:00+05:30,43829.1,43938.0,43796.15,43907.3,454050,2502375
,2023-11-07 15:15:00+05:30,43907.3,43979.0,43900.2,43945.0,207210,2463045
,2023-11-08 09:15:00+05:30,43901.0,43996.15,43810.55,43819.25,493215,2537700
,2023-11-08 10:15:00+05:30,43816.0,43890.0,43751.0,43776.35,372315,2574180
,2023-11-08 11:15:00+05:30,43776.8,43855.0,43758.0,43850.1,228375,2611200
,2023-11-08 12:15:00+05:30,43850.1,43861.9,43791.6,43836.95,167970,2643615
,2023-11-08 13:15:00+05:30,43836.95,43907.85,43807.0,43812.45,276855,2714685
,2023-11-08 14:15:00+05:30,43812.45,43875.0,43792.65,43838.3,488910,2780820
,2023-11-08 15:15:00+05:30,43837.55,43857.7,43806.65,43825.55,213930,2705130
,2023-11-09 09:15:00+05:30,43780.0,43949.95,43746.7,43907.85,588000,2689950
,2023-11-09 10:15:00+05:30,43907.85,43969.55,43861.9,43920.9,273525,2691525
,2023-11-09 11:15:00+05:30,43923.65,44075.0,43903.2,44034.9,392325,2688600
,2023-11-09 12:15:00+05:30,44034.9,44042.95,43903.25,43941.35,183630,2705580
,2023-11-09 13:15:00+05:30,43941.35,43999.0,43922.0,43987.55,132180,2721255
,2023-11-09 14:15:00+05:30,43994.0,44008.7,43901.0,43905.8,232815,2760975
,2023-11-09 15:15:00+05:30,43905.6,43930.0,43901.15,43907.45,181710,2783745
,2023-11-10 09:15:00+05:30,43741.2,43801.05,43355.55,43760.0,451965,2811525
,2023-11-10 10:15:00+05:30,43760.0,43938.95,43745.0,43858.4,350640,2815110
,2023-11-10 11:15:00+05:30,43850.0,43878.0,43803.9,43860.0,118530,2833545
,2023-11-10 12:15:00+05:30,43863.95,43979.65,43838.25,43934.0,315660,2827380
,2023-11-10 13:15:00+05:30,43933.65,43961.95,43854.35,43885.2,178725,2785320
,2023-11-10 14:15:00+05:30,43885.2,43957.0,43773.4,43914.15,406305,2769360
,2023-11-10 15:15:00+05:30,43916.95,44017.0,43916.95,44015.4,244860,2739540
,2023-11-12 18:15:00+05:30,44105.6,44145.0,43968.85,44042.0,514230,2676510
,2023-11-13 09:15:00+05:30,44019.9,44019.9,43909.45,43981.05,399585,2705760
,2023-11-13 10:15:00+05:30,43981.05,43988.25,43801.0,43875.85,378165,2723805
,2023-11-13 11:15:00+05:30,43875.85,44011.1,43867.05,43987.8,269460,2671065
,2023-11-13 12:15:00+05:30,43987.8,44045.0,43965.5,43998.5,151800,2661375
,2023-11-13 13:15:00+05:30,43998.5,44074.95,43979.1,44043.0,178515,2628525
,2023-11-13 14:15:00+05:30,44040.5,44085.0,43978.0,44021.25,194955,2574570
,2023-11-13 15:15:00+05:30,44021.25,44035.4,43990.9,44005.1,152490,2555250
,2023-11-15 09:15:00+05:30,44450.0,44454.65,44290.05,44360.0,881430,2315010
,2023-11-15 10:15:00+05:30,44360.1,44383.9,44305.05,44360.55,380985,2332200
,2023-11-15 11:15:00+05:30,44358.0,44380.45,44321.0,44360.25,206820,2302200
,2023-11-15 12:15:00+05:30,44364.8,44394.9,44333.45,44391.15,553560,2326050
,2023-11-15 13:15:00+05:30,44391.15,44429.5,44377.05,44409.35,317310,2249490
,2023-11-15 14:15:00+05:30,44409.35,44420.0,44362.9,44379.1,713055,2326395
,2023-11-15 15:15:00+05:30,44378.25,44429.85,44366.0,44412.4,226500,2369070
,2023-11-16 09:15:00+05:30,44390.85,44409.0,44260.55,44328.0,405525,2410065
,2023-11-16 10:15:00+05:30,44331.05,44533.85,44325.5,44524.4,271590,2377860
,2023-11-16 11:15:00+05:30,44534.0,44552.95,44420.0,44435.4,204915,2375850
,2023-11-16 12:15:00+05:30,44431.75,44480.0,44390.3,44435.25,108690,2370750
,2023-11-16 13:15:00+05:30,44435.25,44488.15,44392.5,44487.35,97995,2373855
,2023-11-16 14:15:00+05:30,44487.35,44518.9,44205.0,44242.5,535755,2235330
,2023-11-16 15:15:00+05:30,44247.8,44288.0,44241.1,44273.0,187890,2252550
,2023-11-17 09:15:00+05:30,43894.8,44066.2,43800.0,43800.0,1050765,2261850
,2023-11-17 10:15:00+05:30,43825.35,43891.3,43649.85,43773.0,640965,2358420
,2023-11-17 11:15:00+05:30,43768.55,43857.15,43743.4,43797.6,146745,2371230
,2023-11-17 12:15:00+05:30,43797.6,43842.0,43705.8,43799.9,137295,2381640
,2023-11-17 13:15:00+05:30,43799.9,43842.0,43730.0,43810.0,160515,2413290
,2023-11-17 14:15:00+05:30,43814.15,43828.15,43703.2,43740.0,253515,2393805
,2023-11-17 15:15:00+05:30,43740.0,43764.0,43662.15,43688.25,253410,2388075
,2023-11-20 09:15:00+05:30,43724.6,43724.6,43559.8,43683.45,385020,2307795
,2023-11-20 10:15:00+05:30,43683.55,43900.0,43669.1,43670.1,512535,2233575
,2023-11-20 11:15:00+05:30,43670.1,43754.15,43655.2,43741.4,156765,2232735
,2023-11-20 12:15:00+05:30,43741.4,43830.0,43718.1,43817.0,129240,2203380
,2023-11-20 13:15:00+05:30,43816.0,43838.0,43733.0,43752.45,101535,2195835
,2023-11-20 14:15:00+05:30,43752.45,43825.0,43725.1,43739.35,116745,2195565
,2023-11-20 15:15:00+05:30,43739.35,43758.3,43714.75,43720.0,82605,2185785
,2023-11-21 09:15:00+05:30,43840.0,43890.9,43763.55,43796.8,353880,2166120
,2023-11-21 10:15:00+05:30,43796.7,43854.25,43773.5,43822.2,153510,2135325
,2023-11-21 11:15:00+05:30,43822.2,43861.4,43807.95,43861.4,106590,2092395
,2023-11-21 12:15:00+05:30,43861.55,43897.45,43655.25,43730.6,431775,2047710
,2023-11-21 13:15:00+05:30,43731.55,43838.2,43725.0,43762.25,145695,2040225
,2023-11-21 14:15:00+05:30,43764.3,43824.95,43760.0,43789.4,120210,2008350
,2023-11-21 15:15:00+05:30,43789.4,43803.15,43782.75,43800.0,98820,2000985
,2023-11-22 09:15:00+05:30,43791.0,43795.3,43661.45,43736.0,290055,2019795
,2023-11-22 10:15:00+05:30,43736.0,43759.95,43615.0,43671.25,339525,2093655
,2023-11-22 11:15:00+05:30,43671.65,43694.9,43437.0,43437.0,691890,2140665
,2023-11-22 12:15:00+05:30,43435.45,43476.95,43375.0,43462.65,525330,2220645
,2023-11-22 13:15:00+05:30,43462.65,43488.05,43416.6,43430.35,266175,2273970
,2023-11-22 14:15:00+05:30,43430.35,43605.6,43427.75,43563.85,742620,2163120
,2023-11-22 15:15:00+05:30,43571.25,43627.8,43551.1,43623.0,213705,2141625
,2023-11-23 09:15:00+05:30,43614.2,43740.0,43562.0,43684.2,321915,2084055
,2023-11-23 10:15:00+05:30,43684.2,43712.0,43581.3,43605.0,155850,2075805
,2023-11-23 11:15:00+05:30,43605.45,43657.0,43599.4,43610.0,101805,2089185
,2023-11-23 12:15:00+05:30,43611.55,43708.3,43608.35,43652.8,97005,2064000
,2023-11-23 13:15:00+05:30,43652.8,43758.35,43634.0,43691.5,122280,2057520
,2023-11-23 14:15:00+05:30,43691.5,43715.55,43670.0,43689.8,116535,2027955
,2023-11-23 15:15:00+05:30,43689.8,43709.0,43668.25,43705.0,87855,2023620
,2023-11-24 09:15:00+05:30,43693.15,43699.9,43586.0,43636.55,265755,2001495
,2023-11-24 10:15:00+05:30,43636.55,43839.9,43616.95,43773.35,447555,2005455
,2023-11-24 11:15:00+05:30,43773.35,43816.3,43726.7,43777.3,126375,2001630
,2023-11-24 12:15:00+05:30,43782.55,43790.0,43638.2,43644.4,122595,1990005
,2023-11-24 13:15:00+05:30,43636.7,43792.85,43624.25,43767.6,187815,1988595
,2023-11-24 14:15:00+05:30,43767.6,43845.0,43751.55,43819.3,215940,1975965
,2023-11-24 15:15:00+05:30,43819.2,43830.0,43786.0,43794.0,114660,1989510
,2023-11-28 09:15:00+05:30,43867.95,43969.0,43791.1,43857.05,399660,1920615
,2023-11-28 10:15:00+05:30,43857.05,43913.0,43832.65,43864.1,170820,1904670
,2023-11-28 11:15:00+05:30,43864.1,43896.25,43850.0,43886.95,83430,1927320
,2023-11-28 12:15:00+05:30,43886.95,44048.4,43872.05,43932.85,372690,1937445
,2023-11-28 13:15:00+05:30,43929.4,43958.15,43893.25,43920.75,116670,1875435
,2023-11-28 14:15:00+05:30,43920.75,44013.55,43916.05,43981.65,275685,1885695
,2023-11-28 15:15:00+05:30,43977.0,44010.0,43971.3,44005.95,120900,1885920
0,2023-11-29 09:00:00,44100.0,44197.1,44022.1,44187.0,484440,1602990
1,2023-11-29 10:00:00,44181.6,44209.45,44150.0,44168.05,97935,1576485
2,2023-11-29 11:00:00,44165.0,44177.0,44142.1,44168.85,33210,1534905
3,2023-11-29 12:00:00,44355.05,44385.5,44355.0,44380.6,47325,1597650
4,2023-11-29 13:00:00,44353.3,44449.0,44340.0,44438.0,77100,1593435
5,2023-11-29 14:00:00,44396.15,44425.0,44371.0,44371.0,30915,1585080
6,2023-11-29 15:00:00,44547.45,44713.0,44534.55,44700.3,154095,1600710
0,2023-11-30 09:00:00,44745.0,44785.3,44373.15,44380.5,718680,1213500
1,2023-11-30 10:00:00,44386.7,44411.4,44313.0,44350.0,258135,1224390
2,2023-11-30 11:00:00,44360.2,44389.35,44285.0,44333.0,75030,1241730
3,2023-11-30 12:00:00,44332.6,44361.4,44305.0,44323.15,26955,1049565
4,2023-11-30 13:00:00,44309.0,44347.95,44307.35,44321.0,21165,987645
5,2023-11-30 14:00:00,44418.1,44418.35,44301.35,44314.85,60210,953070
6,2023-11-30 15:00:00,44411.55,44505.0,44362.0,44475.2,154260,828570
0,2023-12-01 09:00:00,44522.35,45230.6,44522.35,45145.05,703140,2554440
1,2023-12-01 10:00:00,45145.1,45178.15,45075.65,45114.65,287895,2574180
2,2023-12-01 11:00:00,45114.3,45199.0,45103.85,45150.2,194145,2549940
3,2023-12-01 12:00:00,45149.7,45163.3,45065.1,45100.85,131775,2529300
4,2023-12-01 13:00:00,45095.0,45175.9,45047.0,45153.7,214500,2456625
5,2023-12-01 14:00:00,45153.7,45191.5,45015.95,45067.8,393465,2363475
6,2023-12-01 15:00:00,45056.1,45097.9,45038.8,45063.0,257955,2299290
0,2023-12-04 09:00:00,45750.5,46018.85,45602.05,45959.55,1490280,2189880
1,2023-12-04 10:00:00,45955.95,46034.95,45887.75,45911.9,103065,2198145
2,2023-12-04 11:00:00,45914.1,45925.5,45856.0,45919.8,69690,2190825
3,2023-12-04 12:00:00,45955.0,46080.0,45945.1,46039.0,94380,2200845
4,2023-12-04 13:00:00,46226.6,46279.9,46176.25,46232.0,106365,2210745
5,2023-12-04 14:00:00,46277.9,46444.4,46266.0,46430.0,200760,2234970
6,2023-12-04 15:00:00,46599.0,46724.05,46509.15,46636.55,355440,2296185
0,2023-12-06 09:00:00,47302.05,47367.95,46911.0,46980.85,737970,2192310
1,2023-12-06 10:00:00,46975.05,47048.5,46845.0,47041.5,435120,2187195
2,2023-12-06 11:00:00,47047.0,47064.95,46953.15,46996.75,83520,2132340
3,2023-12-06 12:00:00,47008.1,47046.75,46992.6,47033.95,61050,2120625
4,2023-12-06 13:00:00,46948.55,46958.6,46891.9,46903.3,98445,2124300
5,2023-12-06 14:00:00,46984.0,47019.95,46945.05,46955.85,85110,2075835
6,2023-12-06 15:00:00,46968.45,46970.45,46905.4,46929.1,114495,2033940
6,2023-12-06 15:00:00,46968.45,46970.45,46887.05,46902.5,354675,2025465
