DateTime,Open,High,Low,Close
2023-06-28 09:15:00+05:30,,1.35,1.35,1.35
2023-06-30 09:15:00+05:30,1.35,1.35,1.35,1.35
2023-07-04 11:15:00+05:30,1.35,20526.85,20526.85,20526.85
2023-07-04 11:30:00+05:30,20526.85,20526.85,20526.85,20526.85
2023-07-04 11:45:00+05:30,20526.85,20526.85,20526.85,20526.85
2023-07-04 12:00:00+05:30,20526.85,20531.6,20531.6,20531.6
2023-07-04 12:15:00+05:30,20531.6,20531.6,20531.6,20531.6
2023-07-04 12:30:00+05:30,20531.6,20600.0,20531.6,20565.8
2023-07-04 12:45:00+05:30,20565.8,20600.0,20600.0,20600.0
2023-07-04 13:00:00+05:30,20600.0,20600.0,20600.0,20600.0
2023-07-04 13:15:00+05:30,20600.0,20650.0,20600.0,20625.0
2023-07-04 13:30:00+05:30,20625.0,20655.0,20650.0,20652.5
2023-07-04 13:45:00+05:30,20652.5,20655.0,20611.75,20633.375
2023-07-04 14:00:00+05:30,20633.375,20611.75,20611.75,20611.75
2023-07-04 14:15:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:30:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 14:45:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 15:00:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-04 15:15:00+05:30,20611.75,20611.75,20611.75,20611.75
2023-07-05 09:15:00+05:30,20611.75,20526.85,20526.85,20526.85
2023-07-05 10:45:00+05:30,20526.85,20400.0,20400.0,20400.0
2023-07-05 11:00:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 11:15:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 11:30:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 11:45:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 12:00:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 12:15:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 12:30:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 12:45:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 13:00:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 13:15:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 13:30:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 13:45:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 14:00:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 14:15:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 14:30:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 14:45:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 15:00:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-05 15:15:00+05:30,20400.0,20400.0,20400.0,20400.0
2023-07-06 10:30:00+05:30,20400.0,20376.7,20376.7,20376.7
2023-07-06 10:45:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 11:00:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 11:15:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 11:30:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 11:45:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 12:00:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 12:15:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 12:30:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 12:45:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 13:00:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 13:15:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 13:30:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 13:45:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 14:00:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 14:15:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 14:30:00+05:30,20376.7,20376.7,20376.7,20376.7
2023-07-06 14:45:00+05:30,20376.7,20376.7,20376.7,20376.7
