DateTime,Open,High,Low,Close
2023-07-11 11:40:00+05:30,,8309.95,8309.95,8309.95
2023-07-11 11:45:00+05:30,8309.95,8420.05,8309.95,8365.0
2023-07-11 11:50:00+05:30,8365.0,8420.05,8420.05,8420.05
2023-07-11 11:55:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 12:00:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 12:15:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 12:20:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 12:30:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 12:35:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 12:40:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 12:45:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 12:50:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 13:00:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 13:10:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 13:15:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 13:30:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 13:40:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 13:45:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 13:50:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 13:55:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 14:00:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 14:05:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 14:10:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 14:15:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 14:25:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 14:30:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 14:35:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 14:40:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 14:45:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 15:00:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-11 15:15:00+05:30,8420.05,8420.05,8420.05,8420.05
2023-07-12 09:20:00+05:30,8420.05,8299.95,8299.95,8299.95
2023-07-12 09:25:00+05:30,8299.95,8420.05,8299.95,8360.0
2023-07-12 09:30:00+05:30,8360.0,8420.05,8200.0,8322.525
2023-07-12 09:35:00+05:30,8335.025,8470.0,8250.0,8358.75
2023-07-12 09:40:00+05:30,8357.5,8465.0,8465.0,8465.0
2023-07-12 09:45:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 09:50:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 10:05:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 10:20:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 10:35:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 10:50:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 11:05:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 11:20:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 11:35:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 11:40:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 11:50:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 12:05:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 12:20:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 12:35:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 12:50:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 13:05:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 13:20:00+05:30,8465.0,8465.0,8465.0,8465.0
2023-07-12 13:35:00+05:30,8465.0,8465.0,8309.95,8387.475
2023-07-12 13:40:00+05:30,8387.475,8309.95,8309.95,8309.95
2023-07-12 13:45:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 13:50:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 13:55:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 14:00:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 14:05:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 14:10:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 14:15:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 14:20:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 14:25:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 14:30:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 14:40:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 14:45:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 14:50:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 14:55:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 15:00:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 15:10:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 15:15:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 15:20:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-12 15:25:00+05:30,8309.95,8309.95,8309.95,8309.95
2023-07-13 09:25:00+05:30,8309.95,8391.95,8391.95,8391.95
2023-07-13 09:30:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 09:35:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 09:40:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 09:50:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 09:55:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 10:00:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 10:10:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 10:20:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 10:25:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 10:30:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 10:35:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 10:40:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 10:45:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 10:50:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 10:55:00+05:30,8391.95,8391.95,8391.95,8391.95
2023-07-13 11:00:00+05:30,8391.95,8391.95,8391.95,8391.95
