,DateTime,Open,High,Low,Close,IO,
,2020-01-01 09:15:00+05:30,,12216.15,12201.45,12207.7625,0
,2020-01-01 09:20:00+05:30,12206.724999999999,12218.55,12208.8,12213.5875,0
,2020-01-01 09:25:00+05:30,12213.5,12222.05,12211.35,12217.6,0
,2020-01-01 09:30:00+05:30,12218.5,12221.9,12212.8,12217.400000000001,0
,2020-01-01 09:35:00+05:30,12217.45,12213.85,12205.5,12210.25,0
,2020-01-01 09:40:00+05:30,12210.825,12208.75,12197.35,12204.3125,0
,2020-01-01 09:45:00+05:30,12205.575,12204.2,12191.45,12198.5,0
,2020-01-01 09:50:00+05:30,12199.175,12205.0,12192.5,12198.0625,0
,2020-01-01 09:55:00+05:30,12197.375,12203.2,12197.75,12200.375,0
,2020-01-01 10:00:00+05:30,12200.275,12201.2,12192.7,12197.487500000001,0
,2020-01-01 10:05:00+05:30,12198.025,12195.9,12184.8,12190.7,0
,2020-01-01 10:10:00+05:30,12191.05,12194.05,12184.9,12189.199999999999,0
,2020-01-01 10:15:00+05:30,12188.925,12193.05,12187.4,12191.0125,0
,2020-01-01 10:20:00+05:30,12191.8,12200.2,12193.1,12195.650000000001,0
,2020-01-01 10:25:00+05:30,12194.650000000001,12200.45,12194.2,12197.150000000001,0
,2020-01-01 10:30:00+05:30,12196.975,12198.05,12190.2,12195.4375,0
,2020-01-01 10:35:00+05:30,12196.75,12197.0,12190.25,12194.3875,0
,2020-01-01 10:40:00+05:30,12195.15,12197.0,12190.95,12193.5625,0
,2020-01-01 10:45:00+05:30,12193.15,12193.65,12181.8,12187.5625,0
,2020-01-01 10:50:00+05:30,12187.4,12182.7,12170.0,12177.9375,0
,2020-01-01 10:55:00+05:30,12179.525000000001,12177.85,12175.15,12176.8,0
,2020-01-01 11:00:00+05:30,12177.1,12184.2,12176.6,12179.725,0
,2020-01-01 11:05:00+05:30,12179.05,12187.1,12179.55,12183.062500000002,0
,2020-01-01 11:10:00+05:30,12182.8,12185.65,12181.05,12183.75,0
,2020-01-01 11:15:00+05:30,12184.15,12187.15,12182.65,12184.25,0
,2020-01-01 11:20:00+05:30,12183.599999999999,12185.15,12176.7,12180.925,0
,2020-01-01 11:25:00+05:30,12180.925,12179.9,12175.5,12177.862500000001,0
,2020-01-01 11:30:00+05:30,12178.025,12184.0,12178.4,12181.162499999999,0
,2020-01-01 11:35:00+05:30,12181.125,12183.85,12179.5,12181.825,0
,2020-01-01 11:40:00+05:30,12181.974999999999,12180.85,12177.9,12179.6875,0
,2020-01-01 11:45:00+05:30,12180.0,12180.45,12177.15,12179.1125,0
,2020-01-01 11:50:00+05:30,12179.425,12180.0,12175.55,12177.900000000001,0
,2020-01-01 11:55:00+05:30,12178.025,12176.35,12172.55,12175.25,0
