,DateTime,Open,High,Low,Close,IO
,2023-09-01 09:15:00+05:30,44646.024999999994,44793.35,44536.25,44655.412500000006
,2023-09-01 10:15:00+05:30,44650.71875,44800.0,44580.3,44681.725
,2023-09-01 11:15:00+05:30,44666.221875,44809.9,44666.221875,44754.2875
,2023-09-01 12:15:00+05:30,44710.2546875,45050.0,44710.2546875,44896.55
,2023-09-01 13:15:00+05:30,44803.40234375,45220.0,44803.40234375,45116.4625
,2023-09-01 14:15:00+05:30,44959.932421875,45230.0,44959.932421875,45166.725000000006
,2023-09-01 15:15:00+05:30,45063.3287109375,45147.65,45023.15,45103.737499999996
,2023-09-04 09:15:00+05:30,45083.53310546875,45294.75,45083.53310546875,45178.6875
,2023-09-04 10:15:00+05:30,45131.11030273438,45208.05,45032.6,45138.587499999994
,2023-09-04 11:15:00+05:30,45134.848901367186,45238.1,45134.848901367186,45191.1875
,2023-09-04 12:15:00+05:30,45163.0182006836,45292.0,45163.0182006836,45235.2875
,2023-09-04 13:15:00+05:30,45199.152850341794,45290.0,45199.152850341794,45249.5125
,2023-09-04 14:15:00+05:30,45224.332675170896,45320.0,45204.6,45258.1375
,2023-09-04 15:15:00+05:30,45241.235087585446,45313.35,45241.235087585446,45294.9125
,2023-09-05 09:15:00+05:30,45268.07379379272,45378.6,45268.07379379272,45334.2875
,2023-09-05 10:15:00+05:30,45301.18064689636,45362.35,45250.0,45308.2375
,2023-09-05 11:15:00+05:30,45304.70907344818,45304.70907344818,45180.7,45230.875
,2023-09-05 12:15:00+05:30,45267.79203672409,45267.79203672409,45139.95,45182.6375
,2023-09-05 13:15:00+05:30,45225.21476836204,45237.0,45141.6,45196.575
,2023-09-05 14:15:00+05:30,45210.89488418102,45305.85,45210.89488418102,45255.05
,2023-09-05 15:15:00+05:30,45232.97244209051,45310.0,45232.97244209051,45279.625
,2023-09-06 09:15:00+05:30,45256.298721045256,45256.298721045256,45170.0,45200.0
,2023-09-06 10:15:00+05:30,45228.14936052263,45270.85,45170.0,45204.9
,2023-09-06 11:15:00+05:30,45216.52468026131,45216.52468026131,45088.7,45160.4125
,2023-09-06 12:15:00+05:30,45188.46859013065,45188.46859013065,45017.85,45092.3375
,2023-09-06 13:15:00+05:30,45140.40304506532,45140.40304506532,45010.0,45062.3
,2023-09-06 14:15:00+05:30,45101.35152253266,45177.0,45084.6,45127.1875
,2023-09-06 15:15:00+05:30,45114.269511266335,45210.0,45114.269511266335,45183.1375
,2023-09-07 09:15:00+05:30,45148.703505633166,45200.0,45077.65,45155.6875
,2023-09-07 10:15:00+05:30,45152.19550281658,45381.8,45151.55,45266.675
,2023-09-07 11:15:00+05:30,45209.43525140829,45391.0,45150.05,45274.9625
,2023-09-07 12:15:00+05:30,45242.19887570415,45242.19887570415,45130.0,45171.3125
,2023-09-07 13:15:00+05:30,45206.75568785207,45350.0,45174.7,45259.587499999994
,2023-09-07 14:15:00+05:30,45233.17159392603,45599.75,45233.17159392603,45462.8
,2023-09-07 15:15:00+05:30,45347.98579696302,45573.55,45347.98579696302,45551.775
,2023-09-08 09:15:00+05:30,45449.88039848151,45682.0,45449.88039848151,45611.0875
,2023-09-08 10:15:00+05:30,45530.483949240755,45630.0,45510.0,45586.25
,2023-09-08 11:15:00+05:30,45558.36697462038,45849.85,45558.36697462038,45710.212499999994
,2023-09-08 12:15:00+05:30,45634.28973731019,45887.95,45634.28973731019,45828.975
,2023-09-08 13:15:00+05:30,45731.63236865509,45895.8,45707.0,45825.350000000006
,2023-09-08 14:15:00+05:30,45778.49118432755,46060.0,45776.0,45880.1125
,2023-09-08 15:15:00+05:30,45829.301842163775,45880.0,45795.25,45829.4875
,2023-09-11 09:15:00+05:30,45829.394671081885,46111.0,45829.394671081885,45966.0375
,2023-09-11 10:15:00+05:30,45897.716085540946,46088.8,45897.716085540946,46026.75
,2023-09-11 11:15:00+05:30,45962.23304277047,46120.0,45962.23304277047,46040.5375
,2023-09-11 12:15:00+05:30,46001.38527138524,46138.6,46001.38527138524,46087.1125
,2023-09-11 13:15:00+05:30,46044.24888569262,46141.0,46044.24888569262,46106.875
,2023-09-11 14:15:00+05:30,46075.56194284631,46200.0,46075.56194284631,46155.275
,2023-09-11 15:15:00+05:30,46115.41847142315,46271.0,46115.41847142315,46224.05
